timestamp,fair,returns,fair_in_1_its,fair_1_its_ago,fair_in_2_its,fair_2_its_ago,fair_in_5_its,fair_5_its_ago,fair_in_10_its,fair_10_its_ago,fair_in_50_its,fair_50_its_ago,fair_in_100_its,fair_100_its_ago,fair_in_500_its,fair_500_its_ago,returns_in_1_its,returns_from_1_its_ago,returns_in_2_its,returns_from_2_its_ago,returns_in_5_its,returns_from_5_its_ago,returns_in_10_its,returns_from_10_its_ago,returns_in_50_its,returns_from_50_its_ago,returns_in_100_its,returns_from_100_its_ago,returns_in_500_its,returns_from_500_its_ago
28900,1851.5,0.0005401026194977045,1852.5,1849.5,1851.5,1849.5,1852.5,1851.0,1855.5,1849.0,1846.5,1844.5,1852.5,1831.5,1822.5,,0.0005401026194977045,0.0010813733441470668,0.0,0.0010813733441470668,0.0005401026194977045,0.0002701242571582928,0.002160410477990818,0.0013520822065981612,-0.0027005130974885228,0.003795066413662239,0.0005401026194977045,0.01092001092001092,-0.015662975965433434,
29000,1852.5,-0.0005398110661268556,1851.5,1851.5,1851.5,1849.5,1851.5,1848.5,1855.5,1850.5,1848.5,1846.5,1852.5,1829.5,1821.5,,-0.0005398110661268556,0.0005401026194977045,-0.0005398110661268556,0.0016220600162206002,-0.0005398110661268556,0.0021639166892074655,0.0016194331983805667,0.0010807889759524452,-0.0021592442645074223,0.003249390739236393,0.0,0.01257174091281771,-0.016734143049932523,
29100,1851.5,0.0,1851.5,1852.5,1851.5,1851.5,1853.5,1848.5,1854.5,1849.5,1846.5,1842.5,1851.5,1822.5,1821.5,,0.0,-0.0005398110661268556,0.0,0.0,0.001080205238995409,0.0016229375169055991,0.0016203078584931137,0.0010813733441470668,-0.0027005130974885228,0.004884667571234735,0.0,0.015912208504801097,-0.016203078584931137,
29200,1851.5,0.0,1851.5,1851.5,1852.5,1852.5,1851.5,1849.5,1852.5,1850.5,1848.5,1849.5,1849.5,1824.5,1822.5,,0.0,0.0,0.0005401026194977045,-0.0005398110661268556,0.0,0.0010813733441470668,0.0005401026194977045,0.0005403944879762226,-0.0016203078584931137,0.0010813733441470668,-0.001080205238995409,0.014798574952041656,-0.015662975965433434,
29300,1851.5,0.0005401026194977045,1852.5,1851.5,1851.5,1851.5,1855.5,1849.5,1852.0,1850.5,1847.5,1847.0,1851.0,1826.5,1823.5,,0.0005401026194977045,0.0,0.0,0.0,0.002160410477990818,0.0010813733441470668,0.00027005130974885227,0.0005403944879762226,-0.002160410477990818,0.0024363833243096914,-0.00027005130974885227,0.01368738023542294,-0.015122873345935728,
29400,1852.5,-0.0005398110661268556,1851.5,1851.5,1853.5,1851.5,1855.5,1851.5,1852.5,1851.0,1847.5,1846.5,1849.5,1830.5,1821.5,,-0.0005398110661268556,0.0005401026194977045,0.0005398110661268556,0.0005401026194977045,0.0016194331983805667,0.0005401026194977045,0.0,0.0008103727714748784,-0.002699055330634278,0.003249390739236393,-0.0016194331983805667,0.012018574160065555,-0.016734143049932523,
29500,1851.5,0.001080205238995409,1853.5,1852.5,1851.5,1851.5,1855.5,1852.5,1853.5,1848.5,1845.5,1845.5,1848.0,1830.0,1818.5,,0.001080205238995409,-0.0005398110661268556,0.0,0.0,0.002160410477990818,-0.0005398110661268556,0.001080205238995409,0.0016229375169055991,-0.0032406157169862274,0.003251151449471688,-0.001890359168241966,0.011748633879781421,-0.017823386443424252,
29600,1853.5,-0.0010790396547073105,1851.5,1851.5,1855.5,1852.5,1854.5,1851.5,1851.5,1848.5,1847.5,1847.5,1850.5,1829.5,1815.0,,-0.0010790396547073105,0.001080205238995409,0.0010790396547073105,0.0005398110661268556,0.0005395198273536552,0.001080205238995409,-0.0010790396547073105,0.002704895861509332,-0.0032371189641219314,0.003247631935047361,-0.0016185594820609657,0.013118338343809785,-0.020771513353115726,
29700,1851.5,0.002160410477990818,1855.5,1853.5,1855.5,1851.5,1852.5,1851.5,1852.5,1849.5,1848.5,1849.5,1849.5,1827.5,1817.0,,0.002160410477990818,-0.0010790396547073105,0.002160410477990818,0.0,0.0005401026194977045,0.0,0.0005401026194977045,0.0010813733441470668,-0.0016203078584931137,0.0010813733441470668,-0.001080205238995409,0.013132694938440492,-0.018633540372670808,
29800,1855.5,0.0,1855.5,1851.5,1855.5,1853.5,1852.0,1851.5,1850.5,1849.5,1847.5,1850.5,1850.5,1826.5,1816.5,,0.0,0.002160410477990818,0.0,0.0010790396547073105,-0.001886284020479655,0.002160410477990818,-0.0026946914578280788,0.0032441200324412004,-0.004311506332524926,0.0027019724398811133,-0.0026946914578280788,0.01587736107309061,-0.021018593371059015,
29900,1855.5,0.0,1855.5,1855.5,1854.5,1851.5,1852.5,1852.5,1851.0,1851.5,1846.0,1850.0,1850.0,1827.5,1816.5,,0.0,0.0,-0.0005389382915656157,0.002160410477990818,-0.0016168148746968471,0.0016194331983805667,-0.002425222312045271,0.002160410477990818,-0.005119913769873349,0.002972972972972973,-0.0029641606036108865,0.015321477428180574,-0.021018593371059015,
30000,1855.5,-0.0005389382915656157,1854.5,1855.5,1852.5,1855.5,1853.5,1851.5,1851.5,1852.5,1845.5,1853.5,1850.5,1832.0,1816.5,,-0.0005389382915656157,0.0,-0.0016168148746968471,0.0,-0.0010778765831312314,0.002160410477990818,-0.002155753166262463,0.0016194331983805667,-0.0053893829156561575,0.0010790396547073105,-0.0026946914578280788,0.012827510917030568,-0.021018593371059015,
30100,1854.5,-0.0010784578053383662,1852.5,1855.5,1852.0,1855.5,1851.5,1853.5,1851.5,1851.5,1845.5,1851.5,1852.0,1833.0,1812.5,,-0.0010784578053383662,-0.0005389382915656157,-0.0013480722566729577,-0.0005389382915656157,-0.0016176867080075492,0.0005395198273536552,-0.0016176867080075492,0.0016203078584931137,-0.004853060124022647,0.0016203078584931137,-0.0013480722566729577,0.011729405346426624,-0.02264761391210569,
30200,1852.5,-0.0002699055330634278,1852.0,1854.5,1852.5,1855.5,1852.5,1851.5,1851.0,1851.5,1845.0,1851.5,1852.5,1835.0,1810.0,,-0.0002699055330634278,-0.0010784578053383662,0.0,-0.0016168148746968471,0.0,0.0005401026194977045,-0.0008097165991902834,0.0005401026194977045,-0.004048582995951417,0.0005401026194977045,0.0,0.009536784741144414,-0.022941970310391364,
30300,1852.0,0.0002699784017278618,1852.5,1852.5,1853.5,1854.5,1850.5,1855.5,1852.5,1851.5,1846.5,1855.5,1852.5,1834.5,1805.5,,0.0002699784017278618,-0.0002699055330634278,0.0008099352051835853,-0.0013480722566729577,-0.0008099352051835853,-0.001886284020479655,0.0002699784017278618,0.00027005130974885227,-0.0029697624190064796,-0.001886284020479655,0.0002699784017278618,0.009539384028345598,-0.025107991360691143,
30400,1852.5,0.0005398110661268556,1853.5,1852.0,1851.5,1852.5,1851.0,1855.5,1853.0,1852.5,1845.5,1853.5,1853.5,1830.5,1805.5,,0.0005398110661268556,0.0002699784017278618,-0.0005398110661268556,0.0,-0.0008097165991902834,-0.0016168148746968471,0.0002699055330634278,0.0,-0.003778677462887989,-0.0005395198273536552,0.0005398110661268556,0.012018574160065555,-0.025371120107962213,
30500,1853.5,-0.0010790396547073105,1851.5,1852.5,1852.5,1852.0,1851.5,1855.5,1853.5,1851.5,1846.5,1853.0,1852.5,1834.5,1806.5,,-0.0010790396547073105,0.0005398110661268556,-0.0005395198273536552,0.0008099352051835853,-0.0010790396547073105,-0.0010778765831312314,0.0,0.001080205238995409,-0.0037766387914755866,0.0002698327037236913,-0.0005395198273536552,0.010357045516489506,-0.025357431885621798,
30600,1851.5,0.0005401026194977045,1852.5,1853.5,1850.5,1852.5,1851.5,1854.5,1852.5,1853.5,1845.5,1854.0,1852.5,1834.5,1802.0,,0.0005401026194977045,-0.0010790396547073105,-0.0005401026194977045,-0.0005398110661268556,0.0,-0.0016176867080075492,0.0005401026194977045,-0.0010790396547073105,-0.0032406157169862274,-0.001348435814455232,0.0005401026194977045,0.009266830198964295,-0.026735079665136375,
30700,1852.5,-0.0010796221322537112,1850.5,1851.5,1851.0,1853.5,1851.0,1852.5,1854.0,1851.5,1843.5,1850.5,1855.0,1837.5,1805.5,,-0.0010796221322537112,0.0005401026194977045,-0.0008097165991902834,-0.0005395198273536552,-0.0008097165991902834,0.0,0.0008097165991902834,0.0005401026194977045,-0.004858299595141701,0.0010807889759524452,0.001349527665317139,0.00816326530612245,-0.025371120107962213,
30800,1850.5,0.0002701972439881113,1851.0,1852.5,1851.5,1851.5,1852.5,1852.0,1851.0,1855.5,1844.5,1850.5,1853.5,1840.5,1806.0,,0.0002701972439881113,-0.0010796221322537112,0.0005403944879762226,-0.0005401026194977045,0.0010807889759524452,-0.0008099352051835853,0.0002701972439881113,-0.0026946914578280788,-0.0032423669278573357,0.0,0.0016211834639286678,0.0054333061668024995,-0.024047554714941907,
30900,1851.0,0.0002701242571582928,1851.5,1850.5,1851.5,1852.5,1853.0,1852.5,1849.5,1855.5,1840.5,1850.5,1853.5,1837.5,1807.0,,0.0002701242571582928,0.0002701972439881113,0.0002701242571582928,-0.0008097165991902834,0.0010804970286331713,-0.0008097165991902834,-0.0008103727714748784,-0.002425222312045271,-0.005672609400324149,0.0002701972439881113,0.001350621285791464,0.007346938775510204,-0.02377093462992977,
31000,1851.5,0.0,1851.5,1851.0,1851.0,1850.5,1853.5,1853.5,1848.5,1855.5,1841.5,1851.5,1852.5,1836.5,1801.5,,0.0,0.0002701242571582928,-0.00027005130974885227,0.0005403944879762226,0.001080205238995409,-0.0010790396547073105,-0.0016203078584931137,-0.002155753166262463,-0.0054010261949770455,0.0,0.0005401026194977045,0.008167710318540702,-0.027005130974885227,
31100,1851.5,-0.00027005130974885227,1851.0,1851.5,1852.5,1851.0,1852.5,1851.5,1849.5,1854.5,1842.0,1850.5,1852.5,1835.5,1803.5,,-0.00027005130974885227,0.0,0.0005401026194977045,0.0002701242571582928,0.0005401026194977045,0.0,-0.001080205238995409,-0.0016176867080075492,-0.005130974885228194,0.0005403944879762226,0.0005401026194977045,0.008716970852628712,-0.02592492573588982,
31200,1851.0,0.0008103727714748784,1852.5,1851.5,1853.0,1851.5,1854.0,1852.5,1847.5,1852.5,1843.5,1849.5,1853.5,1836.5,1805.5,,0.0008103727714748784,-0.00027005130974885227,0.0010804970286331713,-0.00027005130974885227,0.0016207455429497568,-0.0008097165991902834,-0.0018908698001080498,-0.0008097165991902834,-0.004051863857374392,0.0008110300081103001,0.001350621285791464,0.007895453307922679,-0.024581307401404646,
31300,1852.5,0.0002699055330634278,1853.0,1851.0,1853.5,1851.5,1851.0,1850.5,1848.0,1852.0,1844.5,1849.0,1857.5,1834.0,1807.0,,0.0002699055330634278,0.0008103727714748784,0.0005398110661268556,0.0005401026194977045,-0.0008097165991902834,0.0010807889759524452,-0.0024291497975708503,0.0002699784017278618,-0.004318488529014845,0.0018929150892374256,0.002699055330634278,0.010087241003271538,-0.02456140350877193,
31400,1853.0,0.0002698327037236913,1853.5,1852.5,1852.5,1851.0,1849.5,1851.0,1847.5,1852.5,1843.5,1849.5,1856.5,1836.5,1808.5,,0.0002698327037236913,0.0002699055330634278,-0.0002698327037236913,0.0010804970286331713,-0.0018888289260658392,0.0010804970286331713,-0.0029681597409606042,0.0002699055330634278,-0.005126821370750135,0.001892403352257367,0.0018888289260658392,0.008984481350394773,-0.024015110631408525,
31500,1853.5,-0.0005395198273536552,1852.5,1853.0,1854.0,1852.5,1848.5,1851.5,1847.0,1853.5,1844.5,1848.5,1855.5,1838.5,1808.5,,-0.0005395198273536552,0.0002698327037236913,0.0002697599136768276,0.0005398110661268556,-0.002697599136768276,0.001080205238995409,-0.003506878877798759,0.0,-0.0048556784461828975,0.002704895861509332,0.0010790396547073105,0.008158825129181398,-0.024278392230914485,
31600,1852.5,0.0008097165991902834,1854.0,1853.5,1851.0,1853.0,1849.5,1851.5,1844.5,1851.5,1841.5,1848.5,1854.5,1844.5,1809.5,,0.0008097165991902834,-0.0005395198273536552,-0.0008097165991902834,-0.0002698327037236913,-0.0016194331983805667,0.0005401026194977045,-0.004318488529014845,0.0005401026194977045,-0.005937921727395412,0.0021639166892074655,0.0010796221322537112,0.00433721875847113,-0.023211875843454792,
31700,1854.0,-0.0016181229773462784,1851.0,1852.5,1849.5,1853.5,1847.5,1851.0,1840.5,1852.5,1843.5,1846.5,1859.5,1845.0,1808.5,,-0.0016181229773462784,0.0008097165991902834,-0.0024271844660194173,0.0002697599136768276,-0.003505933117583603,0.0016207455429497568,-0.007281553398058253,0.0008097165991902834,-0.0056634304207119745,0.004061738424045491,0.0029665587918015104,0.004878048780487805,-0.02454153182308522,
31800,1851.0,-0.0008103727714748784,1849.5,1854.0,1848.5,1852.5,1848.0,1852.5,1839.5,1850.5,1845.5,1845.5,1858.5,1845.5,1813.5,,-0.0008103727714748784,-0.0016181229773462784,-0.001350621285791464,-0.0008097165991902834,-0.0016207455429497568,-0.0008097165991902834,-0.006212857914640735,0.0002701972439881113,-0.002971366828741221,0.002980222162015714,0.004051863857374392,0.002980222162015714,-0.02025931928687196,
31900,1849.5,-0.0005406866720735334,1848.5,1851.0,1849.5,1854.0,1847.5,1853.0,1835.5,1851.0,1846.5,1847.5,1857.0,1846.5,1812.5,,-0.0005406866720735334,-0.0008103727714748784,0.0,-0.0024271844660194173,-0.0010813733441470668,-0.0018888289260658392,-0.007569613409029468,-0.0008103727714748784,-0.0016220600162206002,0.0010825439783491205,0.0040551500405515,0.0016246953696181965,-0.020005406866720737,
32000,1848.5,0.0005409791723018664,1849.5,1849.5,1847.5,1851.0,1847.0,1853.5,1838.0,1851.5,1845.5,1849.5,1858.5,1845.5,1813.5,,0.0005409791723018664,-0.0005406866720735334,-0.0005409791723018664,-0.001350621285791464,-0.0008114687584527996,-0.002697599136768276,-0.005680281309169597,-0.0016203078584931137,-0.0016229375169055991,-0.0005406866720735334,0.005409791723018664,0.001625575724735844,-0.018934271030565324,
32100,1849.5,-0.0010813733441470668,1847.5,1848.5,1848.0,1849.5,1844.5,1852.5,1837.5,1851.5,1846.0,1851.5,1858.5,1849.0,1812.0,,-0.0010813733441470668,0.0005409791723018664,-0.0008110300081103001,0.0,-0.002703433360367667,-0.0016194331983805667,-0.006488240064882401,-0.001080205238995409,-0.001892403352257367,-0.001080205238995409,0.004866180048661801,0.00027041644131963225,-0.0202757502027575,
32200,1847.5,0.00027063599458728013,1848.0,1849.5,1847.5,1848.5,1840.5,1854.0,1836.0,1851.0,1845.5,1853.5,1859.5,1850.5,1811.5,,0.00027063599458728013,-0.0010813733441470668,0.0,-0.0005409791723018664,-0.0037889039242219214,-0.003505933117583603,-0.0062246278755074425,-0.0018908698001080498,-0.0010825439783491205,-0.0032371189641219314,0.006495263870094722,-0.0016211834639286678,-0.01948579161028417,
32300,1848.0,-0.00027056277056277056,1847.5,1847.5,1847.0,1849.5,1839.5,1851.0,1834.5,1852.5,1841.0,1851.5,1861.5,1849.5,1810.5,,-0.00027056277056277056,0.00027063599458728013,-0.0005411255411255411,-0.0008110300081103001,-0.0045995670995671,-0.0016207455429497568,-0.007305194805194805,-0.0024291497975708503,-0.003787878787878788,-0.001890359168241966,0.007305194805194805,-0.0008110300081103001,-0.020292207792207792,
32400,1847.5,-0.00027063599458728013,1847.0,1848.0,1844.5,1847.5,1835.5,1849.5,1834.0,1853.0,1843.5,1850.0,1860.5,1847.5,1811.5,,-0.00027063599458728013,-0.00027056277056277056,-0.0016238159675236806,0.0,-0.006495263870094722,-0.0010813733441470668,-0.007307171853856563,-0.0029681597409606042,-0.002165087956698241,-0.0013513513513513514,0.0070365358592692825,0.0,-0.01948579161028417,
32500,1847.0,-0.0013535462912831618,1844.5,1847.5,1840.5,1848.0,1838.0,1848.5,1841.5,1853.5,1845.0,1849.5,1860.5,1850.0,1802.5,,-0.0013535462912831618,-0.00027063599458728013,-0.003519220357336221,-0.0005411255411255411,-0.004872766648619383,-0.0008114687584527996,-0.002977801840822956,-0.003506878877798759,-0.0010828370330265296,-0.0013517166801838335,0.007309149972929074,-0.0016216216216216215,-0.024093123984840283,
32600,1844.5,-0.002168609379235565,1840.5,1847.0,1839.5,1847.5,1837.5,1849.5,1844.5,1852.5,1846.0,1851.5,1860.5,1851.5,1803.5,,-0.002168609379235565,-0.0013535462912831618,-0.0027107617240444567,-0.0016238159675236806,-0.003795066413662239,-0.002703433360367667,0.0,-0.004318488529014845,0.000813228517213337,-0.003780718336483932,0.00867443751694226,-0.003780718336483932,-0.022228246137164544,
32700,1840.5,-0.0005433306166802499,1839.5,1844.5,1835.5,1847.0,1836.0,1847.5,1843.0,1854.0,1845.5,1850.5,1861.5,1850.5,1806.5,,-0.0005433306166802499,-0.002168609379235565,-0.0027166530834012497,-0.003519220357336221,-0.0024449877750611247,-0.0037889039242219214,0.0013583265417006249,-0.007281553398058253,0.0027166530834012497,-0.0054039448797622265,0.011409942950285249,-0.0054039448797622265,-0.018473240967128497,
32800,1839.5,-0.0021745039412883935,1835.5,1840.5,1838.0,1844.5,1834.5,1848.0,1846.5,1851.0,1849.5,1849.5,1858.5,1848.5,1805.0,,-0.0021745039412883935,-0.0005433306166802499,-0.0008154389779831476,-0.0027107617240444567,-0.002718129926610492,-0.0045995670995671,0.0038053818972546886,-0.006212857914640735,0.005436259853220984,-0.005406866720735334,0.010328893721119869,-0.004868812550716798,-0.018755096493612396,
32900,1835.5,0.001362026695723236,1838.0,1839.5,1837.5,1840.5,1834.0,1847.5,1846.5,1849.5,1849.5,1849.0,1861.5,1845.5,1805.5,,0.001362026695723236,-0.0021745039412883935,0.001089621356578589,-0.0027166530834012497,-0.0008172160174339417,-0.006495263870094722,0.0059929174611822395,-0.007569613409029468,0.007627349496050122,-0.007301243915630071,0.014165077635521656,-0.00541858574911948,-0.016344320348678835,
33000,1838.0,-0.0002720348204570185,1837.5,1835.5,1836.0,1839.5,1841.5,1847.0,1848.5,1848.5,1850.0,1850.5,1865.5,1847.5,1807.5,,-0.0002720348204570185,0.001362026695723236,-0.001088139281828074,-0.0008154389779831476,0.0019042437431991295,-0.004872766648619383,0.005712731229597388,-0.005680281309169597,0.006528835690968444,-0.006754931099702783,0.014961915125136017,-0.005142083897158322,-0.016594124047878127,
33100,1837.5,-0.0008163265306122449,1836.0,1838.0,1834.5,1835.5,1844.5,1844.5,1846.5,1849.5,1849.0,1849.5,1866.5,1845.0,1806.5,,-0.0008163265306122449,-0.0002720348204570185,-0.0016326530612244899,0.001089621356578589,0.0038095238095238095,-0.003795066413662239,0.004897959183673469,-0.006488240064882401,0.006258503401360544,-0.006488240064882401,0.01578231292517007,-0.0040650406504065045,-0.016870748299319727,
33200,1836.0,-0.0008169934640522876,1834.5,1837.5,1834.0,1838.0,1843.0,1840.5,1848.5,1847.5,1849.5,1850.5,1864.5,1843.5,1806.5,,-0.0008169934640522876,-0.0008163265306122449,-0.0010893246187363835,-0.001088139281828074,0.003812636165577342,-0.0024449877750611247,0.006808278867102397,-0.0062246278755074425,0.007352941176470588,-0.007835720075655228,0.015522875816993464,-0.0040683482506102524,-0.016067538126361657,
33300,1834.5,-0.0002725538293813028,1834.0,1836.0,1841.5,1837.5,1846.5,1839.5,1847.5,1848.0,1850.5,1850.5,1864.5,1842.5,1802.5,,-0.0002725538293813028,-0.0008169934640522876,0.0038157536113382394,-0.0016326530612244899,0.006541291905151268,-0.002718129926610492,0.007086399563913873,-0.007305194805194805,0.00872172254020169,-0.008646311807619562,0.016353229762878167,-0.004341926729986432,-0.01744344508040338,
33400,1834.0,0.004089422028353326,1841.5,1834.5,1844.5,1836.0,1846.5,1835.5,1847.5,1847.5,1849.5,1851.0,1861.5,1841.5,1804.5,,0.004089422028353326,-0.0002725538293813028,0.0057251908396946565,-0.0010893246187363835,0.006815703380588877,-0.0008172160174339417,0.007360959651035987,-0.007307171853856563,0.008451472191930208,-0.009184224743381956,0.014994547437295528,-0.0040727667662231876,-0.01608505997818975,
33500,1841.5,0.001629106706489275,1844.5,1834.0,1843.0,1834.5,1848.5,1838.0,1845.5,1847.0,1851.5,1848.5,1862.5,1842.5,1802.5,,0.001629106706489275,0.004089422028353326,0.0008145533532446375,0.0038157536113382394,0.0038012489818083084,0.0019042437431991295,0.0021721422753190334,-0.002977801840822956,0.005430355688297583,-0.0037868542061130646,0.011403746945424925,-0.000542740841248304,-0.021178387184360575,
33600,1844.5,-0.000813228517213337,1843.0,1841.5,1846.5,1834.0,1846.5,1837.5,1847.5,1844.5,1851.5,1848.5,1854.0,1844.5,1804.5,,-0.000813228517213337,0.001629106706489275,0.0010843046896177825,0.0057251908396946565,0.0010843046896177825,0.0038095238095238095,0.001626457034426674,0.0,0.003795066413662239,-0.0021639166892074655,0.005150447275684467,0.0,-0.021686093792355653,
33700,1843.0,0.0018990775908844276,1846.5,1844.5,1846.5,1841.5,1848.5,1836.0,1848.5,1840.5,1851.5,1849.5,1854.5,1846.5,1803.5,,0.0018990775908844276,-0.000813228517213337,0.0018990775908844276,0.0008145533532446375,0.002984264785675529,0.003812636165577342,0.002984264785675529,0.0013583265417006249,0.004612045577862181,-0.003514463368477967,0.006239826370048833,-0.0018954779312212293,-0.021432447097124253,
33800,1846.5,0.0,1846.5,1843.0,1848.5,1844.5,1847.5,1834.5,1847.5,1839.5,1851.0,1849.5,1854.5,1844.0,1801.5,,0.0,0.0018990775908844276,0.001083130246412131,0.0010843046896177825,0.0005415651232060655,0.006541291905151268,0.0005415651232060655,0.0038053818972546886,0.002437043054427295,-0.0016220600162206002,0.004332520985648524,0.0013557483731019523,-0.024370430544272948,
33900,1846.5,0.001083130246412131,1848.5,1846.5,1846.5,1843.0,1847.5,1834.0,1846.0,1835.5,1852.5,1851.5,1853.5,1844.5,1800.5,,0.001083130246412131,0.0,0.0,0.0018990775908844276,0.0005415651232060655,0.006815703380588877,-0.00027078256160303275,0.0059929174611822395,0.003249390739236393,-0.0027005130974885228,0.0037909558624424585,0.0010843046896177825,-0.024911995667479016,
34000,1848.5,-0.0010819583446037328,1846.5,1846.5,1848.5,1846.5,1845.5,1841.5,1845.5,1838.0,1852.5,1852.5,1853.5,1846.5,1799.5,,-0.0010819583446037328,0.001083130246412131,0.0,0.001083130246412131,-0.0016229375169055991,0.0038012489818083084,-0.0016229375169055991,0.005712731229597388,0.0021639166892074655,-0.0021592442645074223,0.002704895861509332,0.001083130246412131,-0.026507979442791454,
34100,1846.5,0.001083130246412131,1848.5,1848.5,1847.5,1846.5,1847.5,1844.5,1845.5,1837.5,1851.5,1851.5,1850.0,1842.5,1801.5,,0.001083130246412131,-0.0010819583446037328,0.0005415651232060655,0.0,0.0005415651232060655,0.0010843046896177825,-0.0005415651232060655,0.004897959183673469,0.0027078256160303275,-0.0027005130974885228,0.0018954779312212293,0.002170963364993216,-0.024370430544272948,
34200,1848.5,-0.0005409791723018664,1847.5,1846.5,1847.5,1848.5,1848.5,1843.0,1845.0,1836.0,1849.5,1851.5,1848.5,1849.5,1799.5,,-0.0005409791723018664,0.001083130246412131,-0.0005409791723018664,0.0,0.0,0.002984264785675529,-0.0018934271030565323,0.006808278867102397,0.0005409791723018664,-0.0016203078584931137,0.0,-0.0005406866720735334,-0.026507979442791454,
34300,1847.5,0.0,1847.5,1848.5,1845.5,1846.5,1847.5,1846.5,1846.5,1834.5,1851.0,1851.5,1851.5,1847.0,1798.5,,0.0,-0.0005409791723018664,-0.0010825439783491205,0.0005415651232060655,0.0,0.0005415651232060655,-0.0005412719891745603,0.007086399563913873,0.0018944519621109607,-0.002160410477990818,0.002165087956698241,0.0002707092582566324,-0.02652232746955345,
34400,1847.5,-0.0010825439783491205,1845.5,1847.5,1847.5,1848.5,1846.0,1846.5,1845.5,1834.0,1849.5,1852.5,1851.5,1846.5,1798.5,,-0.0010825439783491205,0.0,0.0,-0.0005409791723018664,-0.0008119079837618403,0.0005415651232060655,-0.0010825439783491205,0.007360959651035987,0.0010825439783491205,-0.002699055330634278,0.002165087956698241,0.0005415651232060655,-0.02652232746955345,
34500,1845.5,0.001083717149823896,1847.5,1847.5,1848.5,1847.5,1845.5,1848.5,1846.5,1841.5,1848.0,1851.5,1850.5,1845.5,1798.5,,0.001083717149823896,-0.0010825439783491205,0.001625575724735844,-0.0010825439783491205,0.0,-0.0016229375169055991,0.000541858574911948,0.0021721422753190334,0.00135464643727987,-0.0032406157169862274,0.00270929287455974,0.0,-0.025467353020861554,
34600,1847.5,0.0005412719891745603,1848.5,1845.5,1847.5,1847.5,1845.5,1846.5,1845.5,1844.5,1850.5,1853.5,1851.5,1847.5,1796.5,,0.0005412719891745603,0.001083717149823896,0.0,0.0,-0.0010825439783491205,0.0005415651232060655,-0.0010825439783491205,0.001626457034426674,0.0016238159675236806,-0.0032371189641219314,0.002165087956698241,0.0,-0.027604871447902572,
34700,1848.5,-0.0005409791723018664,1847.5,1847.5,1846.0,1845.5,1845.0,1848.5,1843.5,1843.0,1849.5,1851.5,1850.0,1849.5,1800.5,,-0.0005409791723018664,0.0005412719891745603,-0.001352447930754666,0.001625575724735844,-0.0018934271030565323,0.0,-0.002704895861509332,0.002984264785675529,0.0005409791723018664,-0.0016203078584931137,0.0008114687584527996,-0.0005406866720735334,-0.025967000270489586,
34800,1847.5,-0.0008119079837618403,1846.0,1848.5,1845.5,1847.5,1846.5,1847.5,1844.5,1846.5,1850.5,1855.5,1850.0,1850.5,1800.5,,-0.0008119079837618403,-0.0005409791723018664,-0.0010825439783491205,0.0,-0.0005412719891745603,0.0,-0.0016238159675236806,0.0005415651232060655,0.0016238159675236806,-0.004311506332524926,0.0013531799729364006,-0.0016211834639286678,-0.02543978349120433,
34900,1846.0,-0.00027085590465872155,1845.5,1847.5,1845.5,1848.5,1845.5,1847.5,1840.5,1846.5,1850.0,1855.5,1850.5,1850.0,1803.0,,-0.00027085590465872155,-0.0008119079837618403,-0.00027085590465872155,-0.001352447930754666,-0.00027085590465872155,-0.0008119079837618403,-0.002979414951245937,-0.00027078256160303275,0.0021668472372697724,-0.005119913769873349,0.002437703141928494,-0.002162162162162162,-0.023293607800650054,
35000,1845.5,0.0,1845.5,1846.0,1845.0,1847.5,1846.5,1845.5,1841.5,1848.5,1850.5,1855.5,1848.5,1853.5,1802.5,,0.0,-0.00027085590465872155,-0.000270929287455974,-0.0010825439783491205,0.000541858574911948,0.0,-0.002167434299647792,-0.0016229375169055991,0.00270929287455974,-0.0053893829156561575,0.001625575724735844,-0.004316158618829242,-0.02329991872121376,
35100,1845.5,-0.000270929287455974,1845.0,1845.5,1846.5,1846.0,1845.5,1847.5,1842.0,1846.5,1852.0,1854.5,1849.5,1851.5,1804.5,,-0.000270929287455974,0.0,0.000541858574911948,-0.00027085590465872155,0.0,-0.0010825439783491205,-0.001896505012191818,-0.0005415651232060655,0.003522080736927662,-0.004853060124022647,0.002167434299647792,-0.0032406157169862274,-0.022216201571389867,
35200,1845.0,0.0008130081300813008,1846.5,1845.5,1845.5,1845.5,1843.5,1848.5,1843.5,1848.5,1852.5,1852.5,1849.5,1851.5,1807.0,,0.0008130081300813008,-0.000270929287455974,0.00027100271002710027,-0.000270929287455974,-0.0008130081300813008,-0.0018934271030565323,-0.0008130081300813008,-0.0018934271030565323,0.0040650406504065045,-0.004048582995951417,0.0024390243902439024,-0.0035106670267350797,-0.020596205962059622,
35300,1846.5,-0.0005415651232060655,1845.5,1845.0,1846.5,1845.5,1844.5,1847.5,1844.5,1847.5,1852.5,1852.0,1849.5,1855.5,1808.5,,-0.0005415651232060655,0.0008130081300813008,0.0,0.000541858574911948,-0.001083130246412131,-0.0005412719891745603,-0.001083130246412131,-0.0005412719891745603,0.003249390739236393,-0.0029697624190064796,0.0016246953696181965,-0.004850444624090542,-0.020579474681830492,
